U,V
12007,14291
12007,3301
12007,7276
12007,7480
12007,8565
12007,12835
12007,17307
12007,13492
12007,13098
12007,13493
12007,15062
14291,28
14291,18085
14291,4065
14291,13492
14291,18515
14291,12835
14291,18370
14291,15062
3301,1097
3301,12883
3301,17770
3301,18085
3301,7276
3301,13492
3301,12835
3301,13098
3301,7252
3301,7480
3301,13484
3301,18370
3301,18768
3301,17830
3301,13493
3301,8565
3301,5219
3301,14528
3301,18454
7276,1097
7276,16628
7276,17770
7276,18085
7276,5828
7276,5219
7276,7480
7276,7519
7276,8565
7276,9073
7276,9100
7276,10620
7276,18370
7276,18768
7276,12835
7276,13492
7276,13098
7276,13780
7276,13484
7276,13493
7276,14528
7276,15062
7480,17770
7480,13492
7480,12835
7480,5219
7480,6980
7480,16450
7480,8565
7480,13493
7480,15062
8565,17307
8565,4064
8565,4065
8565,2169
8565,8492
8565,13492
8565,18515
8565,7519
8565,18215
8565,13098
8565,13983
8565,9602
8565,5219
8565,15062
12835,16628
12835,3613
12835,12883
12835,17770
12835,18085
12835,4500
12835,17587
12835,13492
12835,18515
12835,7519
12835,5828
12835,5219
12835,9073
12835,9602
12835,10620
12835,18370
12835,18768
12835,13098
12835,13484
12835,17830
12835,13493
12835,15062
2009,2497
2497,17588
8757,2216
8757,1465
4065,9073
4065,18768
4065,13098
4065,13493
5828,17770
5828,13492
5828,5219
5219,17770
5219,18085
5219,13492
5219,18515
5219,7519
5219,13098
5219,13983
5219,18370
5219,9073
5219,17830
5219,9602
5219,13493
5219,15062
7252,13822
7252,18085
7252,13492
7252,15062
9100,1478
9100,18515
9100,7519
9100,5822
9100,18768
9100,13098
9602,5072
9602,9851
9602,16280
9602,13493
9602,15062
17770,1097
17770,7519
17770,9073
17770,10620
17770,18768
17770,13492
17770,18515
17770,13098
17770,13484
17770,17830
17770,13493
17770,15062
10620,17307
10620,1097
10620,16628
10620,18085
10620,4500
10620,13492
10620,13098
10620,13493
10620,14528
18370,16628
18370,2487
18370,16660
18370,16695
18370,3675
18370,13098
18768,18085
18768,4500
18768,13492
18768,13098
18768,15062
1097,16628
1097,13098
1097,14528
4998,4500
4500,1597
4500,18539
4500,7519
4500,13492
4500,15877
1597,15877
2042,2169
16628,4629
16628,9073
4629,18314
4629,14693
4629,18333
4629,18574
4629,2786
4629,1184
4629,12963
4629,9160
4629,9121
4629,16490
9073,18085
9073,13492
9073,18387
15475,12064
12064,3117
18701,8492
4064,18215
2165,11390
11390,13875
11390,13484
13822,4920
7519,18085
7519,13492
7519,13098
7519,13493
14863,4897
14863,6134
14863,6224
14863,19063
14863,7335
14863,18433
14863,11614
14863,11608
14863,18801
14863,1340
14863,19008
14863,19059
2487,3675
2487,13780
3675,13780
1478,5822
12563,4231
16994,2241
16994,11364
2241,11364
5072,9115
14757,16280
14757,9851
16280,9851
18119,1465
18119,1583
1465,17590
1465,2216
1465,1583
1465,4358
1465,18081
1583,12067
1583,17590
1583,4358
12067,4358
2216,12503
2216,18081
12503,18081
13875,13484
13492,16443
18515,19102
13678,16450
13657,6980
18018,18454
496,5840
5840,8644
17590,10856
13496,17602
17602,18767
14528,6895
14714,13708
14714,14320
14714,4498
14714,9480
13708,9480
13708,18981
13708,14320
13708,17576
13708,18567
13708,15654
13708,14704
13708,16971
13708,16492
13708,19002
13708,14329
13708,18038
13708,13665
13708,17875
13708,16466
13708,18635
13708,18833
13708,18050
13708,18747
14320,9480
14320,17576
14320,19002
14320,14329
14320,17875
14320,18635
14320,18833
14320,18747
14320,16025
4498,13933
4498,17875
9480,18981
9480,17576
9480,14025
9480,18567
9480,13885
9480,15654
9480,14704
9480,14386
9480,14475
9480,19002
9480,14329
9480,18038
9480,17875
9480,18635
9480,18745
9480,18833
9480,18663
9480,18050
9480,18747
8306,13723
8306,14534
18567,13786
13786,14475
13786,17757
13786,18745
13786,17827
6953,17231
1335,19001
1335,18745
18312,4341
18312,12391
18312,15616
4341,12391
13253,7616
2294,4858
4858,13359
7656,18729
18729,16712
18729,16536
16712,17077
7289,5556
13532,1795
13532,14126
16685,4373
19018,14587
19018,6343
19018,13486
19018,16536
14587,13486
6343,13486
6343,4742
6343,7303
18050,14111
18877,14612
16025,2720
14865,1997
14865,3345
14865,3467
14865,15372
14865,16812
14865,18001
1997,16035
1997,16867
1997,3467
1997,16812
1997,18001
1997,9711
1997,15996
1997,3345
1997,15372
1997,11680
1997,19038
1997,14870
1997,18588
1997,15856
1997,17078
3345,16035
3345,16867
3345,3467
3345,18001
3345,15996
3345,2673
3345,15372
3345,14869
3345,14870
3345,18588
3345,15856
3467,18084
3467,16035
3467,16867
3467,2673
3467,15372
3467,15891
3467,5997
3467,16812
3467,8139
3467,18001
3467,11680
3467,11809
3467,12729
3467,15996
3467,14869
3467,19038
3467,14870
3467,18588
3467,15856
15372,16035
15372,16867
15372,16812
15372,18001
15372,15996
15372,14869
15372,1559
15372,5997
15372,19038
15372,404
15372,13546
15372,19068
15372,14870
15372,15856
16812,16035
16812,1019
16812,7384
16812,8139
16812,12729
16812,19038
16812,14870
16812,18588
16812,15856
18001,18084
18001,16035
18001,16867
18001,15996
18001,19038
18001,14870
18001,15856
16035,5997
16035,7384
5997,15067
5997,15996
5997,14869
5997,1559
5997,404
5997,13546
5997,1492
5997,4568
5997,5955
5997,12933
5997,19068
7384,5955
7384,16989
7384,11809
7384,19038
16867,14088
16867,15891
16867,19068
14088,5955
15891,12729
15891,1492
15891,17884
19068,15996
19068,14869
19068,1559
19068,19038
19068,404
19068,13546
19068,4568
19068,14870
2673,3767
2673,1102
2673,17884
8139,16609
8139,18449
8139,16804
8139,11680
8139,17331
8139,11361
8139,15856
11680,6069
11680,15410
11680,18449
11680,15559
11680,6550
11680,15337
11680,15683
11680,5749
11680,16124
11680,9274
11680,10539
11809,14869
11809,7910
11809,18588
11809,15856
12729,1102
12729,1492
12729,16124
12729,19038
1019,7445
1019,841
1019,16924
1019,10366
15067,13546
15067,4568
13546,15996
13546,14869
13546,9152
13546,1559
13546,12933
13546,404
1102,19038
1102,3422
1102,7910
1102,9274
1102,17884
1492,14869
1492,1559
1492,19038
1492,404
1492,17884
16124,6069
16124,9711
16124,15410
16124,18449
16124,15559
16124,16482
16124,15683
16124,15695
16124,16112
5955,1559
16989,7910
16989,18588
618,9343
6256,15271
6256,5844
5844,9965
5844,17929
5844,9593
5844,10280
6069,15410
6069,15559
6069,15683
6069,6550
6069,5749
6069,16482
6069,10539
6069,18449
15410,15559
15410,16482
15410,18449
15410,11891
15559,18449
15559,15683
15559,6550
15559,16482
15559,11361
15559,18429
15683,8865
15683,18449
5749,10539
16482,18449
16482,14275
16482,10539
10539,14275
18449,14275
18449,11361
18449,18429
18449,19052
14275,17884
14932,5834
14932,15078
9711,404
9711,19038
404,14869
404,11444
404,1559
15996,1559
1559,14869
1559,12933
1559,15856
1003,18288
18565,15337
18565,17799
15337,14708
17799,15774
17799,18822
17799,6070
14869,11444
17376,3408
12850,3767
15774,14708
15774,15100
15774,5047
15774,15680
15774,6070
15774,11891
15774,18822
14708,18822
14708,15100
5047,15435
15680,18822
15680,3734
6070,18822
11891,11829
11361,19052
11361,6224
11361,19063
11361,7335
11361,1340
18429,18889
18429,6219
18429,9236
19052,16804
19052,1534
7311,13258
7311,6219
7311,16717
9593,10280
9593,11598
17884,3422
7910,19038
19038,9274
8576,7326
11829,9174
6219,13258
6219,16717
16717,13258
18433,6224
18433,4897
18433,6134
18433,1340
3551,19008
19008,19063
19008,16251
19008,1340
9174,11158
15076,13417
15076,917
15076,2221
15076,14412
15076,15010
15076,3932
15076,15766
15076,6195
15076,7346
15076,17667
15076,17365
15076,9053
15076,10415
15076,18200
15076,11600
15076,18958
15076,7039
13417,2221
13417,15766
13417,7039
13417,917
13417,15010
13417,3932
13417,6195
13417,7870
13417,9053
13417,9781
13417,10415
13417,11600
13417,18958
917,2221
917,7039
917,3932
917,17667
2221,14496
2221,14412
2221,3486
2221,15010
2221,3932
2221,15766
2221,7346
2221,7870
2221,17667
2221,9053
2221,17530
2221,10415
2221,18200
2221,11600
2221,18958
2221,7039
14412,15766
14412,14496
14412,2569
14412,3224
14412,3486
14412,15010
14412,14990
14412,5950
14412,7346
14412,7428
14412,8060
14412,17365
14412,9053
14412,9470
14412,10415
14412,11223
14412,18958
14412,7039
15010,15766
15010,7039
15010,18958
15010,10415
15010,908
15010,2569
15010,16259
15010,5376
15010,9053
15010,11223
3932,15766
3932,7039
3932,7346
3932,1427
3932,14084
3932,17667
3932,9053
3932,10415
3932,11223
3932,18958
15766,6195
15766,7346
15766,17667
15766,9053
15766,10415
15766,11223
15766,11600
15766,18958
15766,7039
6195,7039
6195,11600
7346,7039
7346,17667
7346,10415
7346,11223
7346,11600
17667,7039
17667,10415
17667,11223
17365,11600
9053,7039
9053,18958
9053,5175
9053,10415
9053,11223
9053,908
9053,11412
10415,7039
10415,3486
10415,18958
10415,2569
10415,11600
18200,18958
18200,7039
11600,7039
11600,18958
11600,2569
18958,7039
18958,14496
18958,2569
18958,5950
18958,7870
14496,9782
14496,5950
14496,9470
3486,1351
3486,1904
3486,7428
3486,7870
3486,17530
7870,1351
7870,1904
7870,4266
7870,5950
7870,7428
7870,17530
17530,1351
17530,1904
17530,15918
11223,7039
11223,4266
11223,908
11223,11412
3224,8799
3224,8060
3224,1986
3224,14990
3224,6493
14990,8799
14990,8060
5950,9782
5950,9470
8060,8799
9470,9782
9781,14987
9781,14331
9781,1977
1351,1904
1351,15918
1144,10120
6493,8799
16835,9782
14474,18639
13083,5175
621,4699
1986,8054
1986,10673
1986,11723
15554,15228
18438,5783
8490,771
15189,661
15189,15574
661,16193
661,17440
661,16196
661,18641
661,18490
661,15543
661,17185
661,17078
661,15732
15574,17440
15574,14276
11163,18490
11163,15543
11163,717
14962,16434
16434,9193
16196,3019
3019,17078
3019,18579
3019,14964
3019,17577
3019,13938
14779,8429
18490,717
717,13601
717,18553
12359,1651
12359,3685
12359,5393
12359,7513
12359,7529
12359,9358
12359,9473
12359,18128
12359,12589
12359,12671
12359,15691
3340,7754
3340,149
3340,18804
3340,5410
13373,5472
13373,1353
13373,3804
13373,5435
13373,5788
13373,5937
13373,8130
13373,8958
13373,11432
13373,12641
1353,5472
1353,9317
1353,8958
1353,5788
1353,5435
1353,3804
1353,7100
1353,11432
1353,12641
1353,8130
1353,5937
1353,6524
3804,5472
3804,8958
3804,5788
3804,5435
3804,6524
3804,6830
3804,7100
3804,8130
3804,11432
3804,12641
5435,5472
5435,9317
5435,8958
5435,5788
5435,5937
5435,7100
5435,8130
5435,11432
5435,12641
5472,4154
5472,5788
5472,5937
5472,6524
5472,8958
5472,12641
5788,9317
5788,8958
5788,14752
5788,5937
5788,7100
5788,8130
5788,11432
5788,12641
5937,8958
5937,7100
5937,4154
5937,11432
5937,12641
6524,9317
6524,7100
6524,11432
7100,4154
7100,8130
7100,11432
8130,9317
8130,8958
8130,11432
8130,12641
8130,14136
8958,9317
8958,3789
8958,10641
8958,11432
8958,12641
17924,2268
18121,1876
12641,15928
12641,10581
2268,11112
11432,9317
11432,4154
11432,150
11432,5806
11432,6830
1005,12116
9317,15864
15929,17944
15929,17150
15929,5805
15929,841
15929,14930
15929,14223
15929,2913
15864,14752
10641,1580
10641,6871
10641,18166
10641,11405
12116,32
12116,8850
12116,15114
12116,860
12116,5547
12116,6094
1249,14764
1249,1250
1249,2208
1249,1876
150,1108
150,5034
150,5403
150,5806
1580,11405
1580,18166
18166,11405
18166,1508
976,16372
1108,8741
1108,5034
1108,15126
1108,5403
15928,10581
12350,17873
8741,2208
8741,5403
2208,5403
2208,16372
5403,8419
5403,5034
5403,15126
8123,16882
11363,3160
11363,6221
5034,15126
1359,10229
3265,16101
3265,17882
8781,11846
17882,4117
17882,2978
18396,14152
18396,15573
18396,16653
18396,12880
14152,10566
14152,14104
14152,15573
14152,4162
15573,5343
15573,10566
15573,14104
15573,4162
16653,12880
5343,5138
15872,7855
15075,7032
15075,12301
14104,4162
10566,2027
10566,4162
7032,2213
7032,7828
7032,9973
7631,1480
7631,2298
7631,8542
7631,18337
1480,2314
1480,158
1480,2451
2298,18991
2298,2314
2298,9685
2298,8542
8542,18991
8542,2314
8604,675
9726,17958
9726,8539
9726,17293
9726,10454
9726,12670
9726,4676
12670,17958
12670,4676
12670,6815
12670,8539
12670,17293
12670,10454
18991,158
18991,1704
18991,2314
18991,9685
2314,9685
15720,1532
15720,1567
15720,1874
15720,16898
15720,17570
1532,1567
1532,3481
1532,9696
1532,18678
1874,14637
1874,2397
1874,15522
1874,18072
16898,18216
17570,14637
17570,15522
17570,4785
17570,9584
17570,17455
18216,122
18216,13469
18216,4968
18216,11775
18216,12165
18216,16472
3481,9696
3481,18678
9696,18678
13524,11637
13524,18773
13524,6741
13524,12273
13524,14895
13524,12949
6741,11637
11637,3370
11637,18773
11637,12949
122,6340
13469,12165
11775,16472
12165,18740
15522,18740
18740,16027
4785,9584
9584,2600
3370,18773
3370,14895
18773,11735
18773,14895
18773,6355
18773,11983
18773,12273
18773,12949
18773,18308
12949,14895
12949,11735
12949,17381
6340,18847
11735,14895
14895,17381
6355,11983
6355,18308
11983,18308
12273,2823
9876,6309
9876,9934
9876,18079
18847,16896
18847,18435
16896,16775
18435,11575
16225,5383
824,4063
15519,15777
16016,1476
16016,15811
16016,6352
16016,6726
16016,9831
1476,9831
1476,17351
1476,15448
1476,16365
1476,14421
1476,18094
15811,3696
15811,4342
15811,6352
15811,17351
15811,18095
15811,18420
15811,17144
15811,17796
15811,15722
15811,14381
6352,3696
6352,18095
6352,18420
6352,17796
6352,13984
6352,14381
9831,14421
9831,18811
3696,18095
3696,17144
4342,18420
4342,17796
4342,14099
4342,18748
4342,18816
18530,14222
18530,13488
14726,7621
14312,18229
14312,12141
17144,1540
1540,14638
1540,16489
1540,17780
1540,18798
1540,14418
16716,10711
10711,18101
10711,13013
18776,4702
18776,17727
5460,2675
2675,8896
18101,12999
18318,10997
16353,8922
16353,9434
8922,17048
8922,16442
9434,17707
9434,17388
9434,18236
9434,14132
9434,18072
16018,11154
4702,15752
4702,17727
17727,15752
16489,8387
18748,9145
9145,14826
9145,6823
15876,99
15876,10031
13488,15546
14826,15439
14826,14024
14826,6823
16039,13086
16039,131
16039,994
16039,13576
16039,5168
16039,2682
16039,14837
16039,14836
16039,18471
16039,4872
16039,6038
16039,6571
16039,7318
16039,16857
16039,8416
16039,17149
16039,10864
16039,18764
16039,12697
16039,13041
16039,15598
16039,14641
13086,18764
13086,18471
13086,14836
13086,8416
13086,5168
13086,131
13086,7318
13086,4872
13086,17149
13086,10864
13086,7600
13086,13041
13086,16857
13086,4488
13086,2682
131,18764
131,14837
131,994
131,18471
131,14836
131,8416
131,5168
131,6571
131,7318
131,7600
131,16857
131,10864
131,13041
994,18764
994,5168
994,4488
994,8416
994,18191
13576,6038
13576,18471
13576,8416
13576,4872
13576,16575
13576,18887
13576,16573
13576,15635
13576,5020
13576,14833
13576,15598
13576,4158
13576,14641
13576,2329
13576,14581
13576,17489
5168,18764
5168,18471
5168,14836
5168,8416
5168,16166
5168,7318
5168,7600
5168,16857
5168,17149
5168,10864
5168,12697
5168,13041
2682,18764
2682,18471
2682,8416
2682,7318
2682,4872
2682,17149
2682,10864
2682,7600
2682,16857
2682,4488
14837,18764
14837,18471
14837,8416
14836,18764
14836,18471
14836,7318
14836,16857
14836,8416
14836,13041
18471,18764
18471,4872
18471,16166
18471,7318
18471,7600
18471,16857
18471,8416
18471,17149
18471,11384
18471,12142
18471,13041
18471,14641
4872,6038
4872,18887
4872,2329
4872,14833
4872,5020
4872,16575
4872,16857
4872,17149
4872,17489
4872,16573
4872,15635
4872,15598
4872,14641
4872,18003
6038,18887
6038,2329
6038,14581
6038,14833
6038,4158
6038,5020
6038,6307
6038,16581
6038,17489
6038,16573
6038,15635
6038,15598
6038,14641
6571,10864
6571,17992
7318,18764
7318,8416
7318,11384
7318,4488
7318,16857
7318,17149
7318,13041
7318,17992
16857,18764
16857,8416
16857,17149
16857,13041
16857,4488
8416,18764
8416,15263
8416,16166
8416,7600
8416,17149
8416,13041
8416,15598
8416,14641
17149,18764
17149,7600
17149,13041
10864,18764
10864,7600
10864,17082
10864,12697
18764,4488
18764,7600
18764,12697
18764,13041
12697,7600
13041,17992
4488,7600
345,5790
345,17082
345,14119
17082,5790
17082,10766
17238,10766
17238,16549
10766,14119
18191,18062
18191,1013
18887,16575
18887,261
18887,19060
18887,2329
18887,14581
18887,14833
18887,6307
18887,16111
18887,6682
18887,18293
18887,17489
18887,18921
18887,14641
2329,16581
2329,16575
2329,16573
2329,15635
2329,14833
2329,4158
2329,14641
2329,6307
14581,16575
14581,16166
14581,14833
14581,4158
14833,16575
14833,16573
14833,15635
14833,5020
14833,4158
14833,6307
14833,17489
14833,15598
14833,14641
4158,16573
4158,15635
4158,15598
4158,14641
5020,16573
5020,17489
5020,15598
5020,14641
6307,261
16581,15819
16581,16575
16581,18293
16581,12550
16581,18921
16581,14641
16581,13666
17489,16575
17489,15598
17489,14641
16166,3587
16166,5843
16166,17992
11384,13526
11384,3664
11384,12142
15263,16550
15263,10051
15263,485
15263,17647
5790,14119
2358,17639
2358,14119
15819,18062
15819,4991
16575,16573
16575,15635
16575,15598
16575,14641
18293,13294
18293,1440
18293,17067
18293,18921
18921,1440
16111,16573
16111,11852
6682,10368
16573,15789
16573,6282
16573,10260
15789,16630
15789,15959
15789,6282
6282,15959
6282,11852
6282,5201
6282,13662
6282,14452
6282,6021
6282,17647
3587,5843
3587,17992
5843,17992
16549,7061
15635,18062
15635,4991
18062,10368
18062,4991
18062,14257
4991,17568
4991,12319
4991,1013
4991,14257
11852,16630
11852,16550
11852,15959
11852,13662
11852,6021
11852,16822
6274,5208
1977,14331
4670,194
4670,3333
4670,10884
11607,8837
18868,5086
4256,198
4256,10739
18593,10739
2501,9544
2501,7839
18402,4915
18402,12966
10739,16134
10739,329
10739,6295
10739,198
4897,6224
4897,19059
4897,1340
6224,1340
6224,19059
19063,16251
19063,1340
7335,10890
7335,11608
7335,1340
11614,1340
11608,1340
18801,15782
18801,15682
1340,16251
13271,19053
4915,230
4915,3890
230,15862
3890,18327
3890,11338
16134,329
16134,6295
329,6295
15782,15682
15682,13642
17831,13358
16630,13662
16630,6021
16630,15959
16630,16550
16630,17067
16630,9848
16630,12843
13662,16550
13662,15959
13662,6021
13662,15531
6021,15959
15959,5201
15959,9848
15959,12918
16550,4122
16550,17647
16550,10051
16550,12918
17067,11374
17067,9848
17067,1440
17067,15273
3105,260
3105,15303
3105,10368
5201,8046
5201,10605
5201,12562
5201,15790
16822,19056
16822,1084
16822,13483
8046,7377
8046,18134
10605,15790
18152,5576
5576,10493
13294,1440
1440,15273
15072,13158
15531,17978
801,17876
12577,4165
6889,8479
1013,17568
16786,15301
16786,5354
16786,6593
16786,7113
16786,8034
16786,16906
16786,10220
16786,12475
15301,5354
15301,7113
15301,6593
15301,6277
5354,7113
6593,12475
6593,16906
6593,10220
7113,6277
8034,16906
8034,16242
16906,16242
6277,15235
8106,14014
18451,10484
18451,18261
15235,12032
15235,2063
15235,3268
15235,5431
15235,11155
10484,12195
7720,6904
7720,16873
6904,8339
6904,17718
17718,566
8010,2394
8010,6112
8010,7266
8010,8187
8010,16939
2394,12574
2394,3448
2394,6613
2394,8187
2394,11782
6112,7266
6112,16939
7266,16939
8187,3254
8187,3448
8187,18606
16939,18536
16939,3063
16939,8129
16939,10649
12574,14290
3448,3254
6613,11782
11782,19108
3063,8129
3063,8685
14762,4325
14762,2654
14762,8129
14762,8685
14762,10649
4325,8129
4325,2654
8129,2654
8129,8685
8129,10649
8685,2654
8685,10649
10649,2654
13104,513
13104,2063
13104,2783
13104,3268
13104,10118
13104,10775
13104,11155
9233,11881
10775,2063
10775,2783
10775,3268
10775,11155
11155,12032
11155,2063
11155,2783
11155,3268
11155,5431
513,2063
2063,12032
2063,2783
2063,3268
2063,5431
2063,10118
2783,6333
3268,12032
3268,5431
13072,13682
13072,1747
13072,2447
13072,12258
13682,2447
13682,12258
1747,1809
1747,12258
2447,12258
12032,5431
4402,14330
556,16477
3644,17890
3644,16128
3644,32
3644,8073
3644,9171
3644,17818
3644,8713
3644,17117
3644,8633
3644,8850
3644,2630
3644,13792
3644,5612
3644,3081
3644,17128
3644,12332
3644,16884
3644,9734
3644,860
3644,5315
3644,5547
16884,17890
16884,32
16884,8073
16884,8850
16884,13792
16884,5612
16884,3081
16884,17128
16884,12332
16884,860
16884,5315
16884,9734
16914,980
16914,4813
16914,5147
16914,6403
16914,8454
16914,11202
16914,18304
16914,18950
980,4813
980,14083
980,3230
980,5147
980,8454
980,10475
980,11202
980,18304
4813,5147
4813,8454
4813,11202
4813,18304
5147,18950
5147,8454
5147,11202
5147,18304
6403,18950
8454,11202
8454,18304
11202,18950
11202,3230
11202,18304
18304,3230
18304,10475
18950,15924
15924,2827
15924,3023
15924,3538
15924,16281
15924,16284
15924,8110
15924,17603
15924,19057
14083,3230
14083,4651
3230,4651
3230,10475
10475,11058
2827,8110
2827,13431
2827,3023
2827,16522
2827,9575
2827,10355
2827,10424
3023,8110
3023,9575
3023,13431
3538,16281
3538,16284
3538,8110
3538,1153
3538,5364
3538,17603
3538,18298
3538,19057
16281,1153
16281,16284
16281,17603
16281,19057
16284,13431
16284,2717
16284,7198
16284,17603
16284,10078
16284,18298
16284,19057
8110,13431
8110,1153
8110,1348
8110,5364
8110,9575
8110,10355
17603,19057
17603,18298
17603,11961
19057,1153
19057,16998
344,11644
344,1450
344,15449
344,7871
344,12149
1450,11644
1450,1611
1450,3531
1450,7060
1450,4597
1450,18487
1450,16631
1450,5695
1450,7871
1611,3531
1611,5677
1611,6476
1611,7521
3531,11644
3531,1273
3531,1438
3531,4597
3531,5677
3531,6476
3531,7521
3531,10124
3531,18487
5677,6476
5677,18487
6476,18487
7871,11644
7871,4597
7871,15449
11644,874
11644,2992
11644,4597
11644,15449
11644,7060
11644,16631
11644,18487
11644,8970
1153,1348
13431,10078
13431,1348
13431,9575
13431,5364
2717,10078
10078,12466
1348,9575
9575,10355
1182,13750
4651,11058
18487,4597
874,13383
874,1438
874,6452
874,7060
874,7987
2992,5695
4597,1438
7060,1438
7060,13383
16631,11149
16631,5695
1273,1575
1273,14508
1273,9688
1438,7987
13383,7987
11867,1387
7945,2798
7945,9568
2798,9568
16522,17452
80,7601
7601,10378
5695,8970
6133,11149
8970,13999
8970,4217
1575,9688
18329,1106
18329,1207
18329,9561
18329,10310
18329,10555
1106,10555
1106,1207
1106,10310
1207,10555
1207,10310
1207,8572
1207,1231
1207,7523
1207,9882
9561,13207
9561,14302
9561,17866
10310,10555
10555,1231
10555,6158
10555,8572
10555,10474
10555,12917
17707,4099
17707,15589
17707,18648
15589,17940
15589,14132
15589,14673
15589,13362
15589,16442
15589,18248
15589,14228
15589,17442
18648,15382
18648,7683
1231,8572
1231,7523
1231,12917
1231,10474
6158,8572
6158,7523
8572,11300
10474,7523
10474,12917
12917,7523
13207,14302
2250,11216
15382,14604
15382,7683
14604,13729
17940,13362
17940,1224
17940,14228
17940,17442
17940,13327
18236,14360
18236,9536
11300,5826
14302,11172
14302,9953
14302,11029
14302,12915
14302,1125
18288,15972
18288,10133
18288,17967
10133,2558
10133,17967
9842,13214
9842,3438
13214,3438
13214,9518
3438,9518
13362,8322
8322,1853
8322,17918
1224,1421
1224,17442
14171,13530
14171,2458
14171,17961
13530,17961
2458,14408
14226,7409
17224,10966
15788,9953
4674,14534
4674,16465
2168,17936
17936,12076
17936,10998
17191,9518
17191,9620
9518,242
9518,9620
9620,242
9495,6664
6664,4804
17876,19119
17876,11397
19119,11397
15180,14531
13454,10429
10429,14531
6026,17918
17918,1853
14534,489
489,4410
11278,3756
17866,6107
17358,3347
17358,7754
17358,10602
17358,12810
3347,15417
3347,18193
7754,9502
7754,10602
7754,12810
7754,15417
7754,16033
12810,16135
12810,15417
16135,6318
16135,18022
16135,12320
18022,15417
18022,15439
18022,12298
18022,17829
16033,549
16033,1139
16033,3662
16033,17971
16767,3048
16767,4725
16767,10215
16767,9211
3048,4725
3048,10215
4725,10215
4725,9211
10215,9211
15439,14024
15439,17775
149,18804
149,5410
18804,5410
9498,14426
9498,3466
9498,5817
9498,6923
9498,9395
9498,10971
9498,17691
14426,9395
14426,3466
14426,5817
14426,6923
14426,8895
14426,10971
14426,17691
3466,5817
3466,6923
3466,10971
5817,17691
6923,9395
6923,17691
6923,10971
9395,10971
9395,17691
10971,17691
14024,17775
17829,6057
17829,18380
6057,3248
6057,18380
8201,659
17691,1941
8666,8539
8666,10248
11097,5960
11097,18650
17580,173
17580,236
17580,753
17580,2104
17580,2131
17580,14223
17580,14546
17580,15047
17580,4310
17580,5745
17580,5805
17580,7445
17580,7639
17580,16924
17580,17150
17580,17391
17580,9442
17580,9750
17580,17644
17580,17944
17580,10366
17580,11947
173,17644
173,7445
173,9750
173,17391
173,17150
173,7639
173,18107
173,5154
173,9442
173,14546
173,2104
236,17644
236,7445
236,14754
236,4310
236,5745
236,5805
753,17644
753,4310
753,2131
753,14223
753,14754
2104,17644
2104,7445
2104,9750
2104,17150
2104,5805
2104,7639
2104,16924
2104,7121
2104,5715
2104,10366
2131,17644
2131,4310
2131,841
2131,5511
2131,14223
2131,5745
14223,17644
14223,7445
14223,4310
14223,841
14223,5511
14546,17644
14546,17391
14546,1268
14546,9442
15047,8047
15047,12741
15047,10758
15047,25
15047,14106
15047,14754
4310,17644
4310,7445
4310,17944
4310,14754
4310,5511
4310,5745
4310,5805
4310,17150
5745,17644
5745,17150
5745,14754
5805,17644
5805,7445
5805,9750
5805,17944
5805,17391
5805,17150
5805,2913
5805,14930
5805,9442
5805,10366
5805,11947
7445,17644
7445,841
7445,899
7445,4383
7445,5715
7445,7121
7445,7639
7445,16924
7445,17150
7445,17391
7445,9442
7445,9750
7445,17944
7445,10366
7445,12994
7639,17644
7639,9750
7639,17150
7639,7121
7639,16924
7639,10366
16924,17644
16924,9750
16924,17150
16924,899
16924,16832
16924,10366
16924,12150
16924,12994
17150,17644
17150,9750
17150,17944
17150,899
17150,2913
17150,14930
17150,4383
17150,5715
17150,9442
17150,10366
17150,11947
17391,17644
17391,9750
17391,1268
17391,1516
17391,3833
17391,5154
17391,5715
17391,8245
17391,9442
17391,11947
17391,19122
9442,17644
9442,8285
9442,5154
9442,4383
9442,8245
9442,11947
9750,17644
9750,899
9750,7121
9750,10366
17644,14754
17644,5154
17644,6546
17644,16832
17644,17944
17644,10366
17644,11947
17944,2913
17944,14754
17944,14930
10366,841
10366,14930
10366,5715
10366,12994
841,2913
841,5715
899,8918
1516,3833
1516,8245
14754,12741
14754,25
6546,11643
6546,12851
7121,9821
2913,14930
15887,949
3833,8245
11643,12851
18107,421
18107,5059
18107,6686
18107,10341
18107,18263
4836,11253
4836,16711
16711,11253
9732,949
10807,9630
9630,5070
10281,12383
18327,1073
18327,4223
18327,8047
18327,8918
18327,17321
18327,11120
18327,12033
18327,12923
18327,14738
18327,15734
18327,14796
8918,17321
8918,14738
8918,11120
8918,12923
8918,18064
8918,17353
8918,15734
8918,4410
8918,14796
17751,4614
17751,18961
17751,4883
17751,7461
17751,17280
4614,17280
4614,18961
4614,77
4614,1143
4614,4733
4614,15387
4614,4883
4614,4888
4614,7685
4614,7772
4614,9388
4614,17512
4614,11311
18961,17280
18961,77
18961,1143
18961,1577
18961,4883
18961,7772
18961,9388
18961,17512
18961,13001
4883,17280
4883,1577
4883,2507
4883,4888
4883,8037
4883,8234
4883,13001
7461,15026
17280,77
17280,1143
17280,4733
17280,17273
17280,9388
17280,17512
17280,11845
15026,8179
1699,5332
1699,2028
1699,18793
1699,10276
1699,7015
1699,16405
1699,8559
2028,5344
